,,MSA,County,
,,,"Muscogee County, GA",
1840,,"Columbus, OH",Delaware County,Licking County
,,,Fairfield County,Madison County
,,,Franklin County,Pickaway County
1880,,"Corpus Christi, TX",Nueces County,
,,,San Patricio County,
1890,,"Corvallis, OR",Benton County,
1900,,"Cumberland, MD/WV","Allegany County, MD",
,,,"Mineral County, WV",
1920,1922,"Dallas, TX",Collin County,Henderson County
,,,Dallas County,Hunt County
,,,Denton County,Kaufman County
,,,Ellis County,Rockwall County
1930,5602,"Danbury, CT",Fairfield County,
,,,Litchfield County,
1950,,"Danville, VA",Pittsylvania County,
,,,Danville city,
1960,,"Davenport/Moline/Rock Island, IA/IL","Henry County, IL",
,,,"Rock Island County, IL",
,,,"Scott County, IA",
2000,,"Dayton/Springfield, OH",Clark County,Miami County
,,,Greene County,Montgomery County
2020,,"Daytona Beach, FL",Flagler County,
,,,Volusia County,
2030,,"Decatur, AL",Lawrence County,
,,,Morgan County,
2040,,"Decatur, IL",Macon County,
2080,2082,"Denver, CO",Adams County,Douglas County
,,,Arapahoe County,Jefferson County
,,,Denver County,
2120,,"Des Moines, IA",Dallas County,
,,,Polk County,
,,,Warren County,
2160,2162,"Detroit, MI",Lapeer County,Oakland County
,,,Macomb County,St. Clair County
,,,Monroe County,Wayne County
2180,,"Dothan, AL",Dale County,
,,,Houston County,
2190,,"Dover, DE",Kent County,
2200,,"Dubuque, IA",Dubuque County,
2240,,"Duluth/Superior, MN/WI","St. Louis County, MN",
,,,"Douglas County, WI",
2281,5602,"Dutchess County, NY",Dutchess County,
2290,,"Eau Claire, WI",Chippewa County,
,,,Eau Claire County,
2320,,"El Paso, TX",El Paso County,
2330,,"Elkhart/Goshen, IN",Elkhart County,
2335,,"Elmira, NY",Chemung County,
2340,,"Enid, OK",Garfield County,
2360,,"Erie, PA",Erie County,
2400,,"Eugene/Springfield, OR",Lane County,
2440,,"Evansville/Henderson, IN/KY","Posey County, IN",
,,,"Vanderburgh County, IN",
,,,"Warrick County, IN",
,,,"Henderson County, KY",
2520,,"Fargo/Moorhead, ND/MN","Clay County, MN",
,,,"Cass County, ND",
2560,,"Fayetteville, NC",Cumberland County,
2580,,"Fayetteville/Springdale/Rogers, AR",Benton County,
,,,Washington County,
2600,1122,"Fitchburg-Leominster, MA",Middlesex County,
2620,,"Flagstaff, AZ/UT","Coconino County, AZ",
,,,"Kane County, UT",
2640,2162,"Flint, MI",Genesee County,
2650,,"Florence, AL",Colbert County,
,,,Lauderdale County,
2655,,"Florence, SC",Florence County,
2670,,"Fort Collins/Loveland, CO",Larimer County,
2680,4992,"Fort Lauderdale, FL",Broward County,
2700,,"Fort Myers/Cape Coral, FL",Lee County,
2710,,"Fort Pierce/Port St. Lucie, FL",Martin County,
,,,St. Lucie County,
2720,,"Fort Smith, AR/OK","Crawford County, AR",
,,,"Sebastian County, AR",
,,,"Sequoyah County, OK",
2750,,"Fort Walton Beach, FL",Okaloosa County,
2760,,"Fort Wayne, IN",Adams County,Huntington County
,,,Allen County,Wells County
,,,De Kalb County,Whitley County
2800,1922,"Fort Worth/Arlington, TX",Hood County,Parker County
,,,Johnson County,Tarrant County
2840,,"Fresno, CA",Fresno County,
,,,Madera County,
2880,,"Gadsden, AL",Etowah County,
2900,,"Gainesville, FL",Alachua County,
2920,3362,"Galveston/Texas City, TX",Galveston County,
2960,1602,"Gary, IN",Lake County,
,,,Porter County,
2975,,"Glens Falls, NY",Warren County,
,,,Washington County,
2980,,"Goldsboro, NC",Wayne County,
2985,,"Grand Forks, ND/MN","Polk County, MN",
,,,"Grand Forks County, ND",
2995,,"Grand Junction, CO",Mesa County,
3000,,"Grand Rapids/Muskegon/Holland, MI",Allegan County,Muskegon County
,,,Kent County,Ottawa County
3040,,"Great Falls, MT",Cascade County,
3060,2082,"Greeley, CO",Weld County,
